Total number of tokens: 124417
ngram,count,frequency
be for,13,0.010448732890199893
herself to,13,0.010448732890199893
hope to,13,0.010448732890199893
and more,13,0.010448732890199893
satisfied with,13,0.010448732890199893
we must,13,0.010448732890199893
mrs long,13,0.010448732890199893
mr darcy”,13,0.010448732890199893
when mr,13,0.010448732890199893
between the,13,0.010448732890199893
his coming,13,0.010448732890199893
me for,13,0.010448732890199893
the particulars,13,0.010448732890199893
said jane,13,0.010448732890199893
so little,13,0.010448732890199893
is your,13,0.010448732890199893
he thought,13,0.010448732890199893
much in,13,0.010448732890199893
used to,13,0.010448732890199893
which you,13,0.010448732890199893
room and,13,0.010448732890199893
very great,13,0.010448732890199893
will never,13,0.010448732890199893
what they,13,0.010448732890199893
state of,13,0.010448732890199893
returned to,13,0.010448732890199893
can have,13,0.010448732890199893
the party,13,0.010448732890199893
darcy is,13,0.010448732890199893
to avoid,13,0.010448732890199893
against the,13,0.010448732890199893
are very,13,0.010448732890199893
a smile,13,0.010448732890199893
every day,13,0.010448732890199893
very well,13,0.010448732890199893
their own,13,0.010448732890199893
longbourn and,13,0.010448732890199893
than ý,13,0.010448732890199893
than a,13,0.010448732890199893
that if,13,0.010448732890199893
were at,13,0.010448732890199893
had done,13,0.010448732890199893
father and,13,0.010448732890199893
this time,13,0.010448732890199893
a person,13,0.010448732890199893
her power,13,0.010448732890199893
her from,13,0.010448732890199893
mrs bennet’s,13,0.010448732890199893
see the,13,0.010448732890199893
attempt to,13,0.010448732890199893
“ý should,13,0.010448732890199893
and yet,13,0.010448732890199893
that could,13,0.010448732890199893
few minutes,13,0.010448732890199893
went to,12,0.009644984206338362
on a,12,0.009644984206338362
not yet,12,0.009644984206338362
gave her,12,0.009644984206338362
down the,12,0.009644984206338362
speak to,12,0.009644984206338362
only one,12,0.009644984206338362
you not,12,0.009644984206338362
doubt of,12,0.009644984206338362
do it,12,0.009644984206338362
he never,12,0.009644984206338362
before ý,12,0.009644984206338362
own and,12,0.009644984206338362
not do,12,0.009644984206338362
was still,12,0.009644984206338362
how to,12,0.009644984206338362
is as,12,0.009644984206338362
and what,12,0.009644984206338362
on their,12,0.009644984206338362
to dine,12,0.009644984206338362
have given,12,0.009644984206338362
bennet to,12,0.009644984206338362
on one,12,0.009644984206338362
from my,12,0.009644984206338362
expression of,12,0.009644984206338362
tried to,12,0.009644984206338362
the chief,12,0.009644984206338362
before her,12,0.009644984206338362
this agreement,12,0.009644984206338362
less than,12,0.009644984206338362
talk of,12,0.009644984206338362
was an,12,0.009644984206338362
the parsonage,12,0.009644984206338362
but you,12,0.009644984206338362
be more,12,0.009644984206338362
possibility of,12,0.009644984206338362
manners were,12,0.009644984206338362
to meryton,12,0.009644984206338362
ý ought,12,0.009644984206338362
wished to,12,0.009644984206338362
it he,12,0.009644984206338362
find that,12,0.009644984206338362
after her,12,0.009644984206338362
during the,12,0.009644984206338362
you could,12,0.009644984206338362
her mind,12,0.009644984206338362
hurst and,12,0.009644984206338362
other and,12,0.009644984206338362
good humour,12,0.009644984206338362
at this,12,0.009644984206338362
chief of,12,0.009644984206338362
the park,12,0.009644984206338362
herself she,12,0.009644984206338362
his letter,12,0.009644984206338362
a slight,12,0.009644984206338362
the point,12,0.009644984206338362
it but,12,0.009644984206338362
all to,12,0.009644984206338362
the terms,12,0.009644984206338362
it all,12,0.009644984206338362
far as,12,0.009644984206338362
she soon,12,0.009644984206338362
have nothing,12,0.009644984206338362
her former,12,0.009644984206338362
side and,12,0.009644984206338362
determined to,12,0.009644984206338362
to netherfield,12,0.009644984206338362
the compliment,12,0.009644984206338362
have done,12,0.009644984206338362
the housekeeper,12,0.009644984206338362
of lydia’s,12,0.009644984206338362
for them,12,0.009644984206338362
man and,12,0.009644984206338362
ý always,12,0.009644984206338362
be at,12,0.009644984206338362
be as,12,0.009644984206338362
side of,12,0.009644984206338362
they would,12,0.009644984206338362
me the,12,0.009644984206338362
at once,12,0.009644984206338362
deal of,12,0.009644984206338362
it were,12,0.009644984206338362
prevailed on,12,0.009644984206338362
will have,12,0.009644984206338362
could hardly,12,0.009644984206338362
the ——shire,12,0.009644984206338362
in what,12,0.009644984206338362
of pleasure,12,0.009644984206338362
an hour,12,0.009644984206338362
this morning,12,0.009644984206338362
“but ý,12,0.009644984206338362
kitty and,12,0.009644984206338362
them but,12,0.009644984206338362
jane to,12,0.009644984206338362
am ý,12,0.009644984206338362
“but it,12,0.009644984206338362
he may,12,0.009644984206338362
it that,12,0.009644984206338362
pleased with,12,0.009644984206338362
resolved to,12,0.009644984206338362
impossible for,12,0.009644984206338362
your uncle,12,0.009644984206338362
just as,12,0.009644984206338362
necessary to,12,0.009644984206338362
who is,12,0.009644984206338362
seeing him,12,0.009644984206338362
you for,11,0.008841235522476832
mr hurst,11,0.008841235522476832
of whom,11,0.008841235522476832
of jane,11,0.008841235522476832
his manners,11,0.008841235522476832
all their,11,0.008841235522476832
her face,11,0.008841235522476832
asked her,11,0.008841235522476832
and how,11,0.008841235522476832
to hope,11,0.008841235522476832
by such,11,0.008841235522476832
the appearance,11,0.008841235522476832
family and,11,0.008841235522476832
appear to,11,0.008841235522476832
not give,11,0.008841235522476832
be happy,11,0.008841235522476832
with their,11,0.008841235522476832
only a,11,0.008841235522476832
you see,11,0.008841235522476832
the more,11,0.008841235522476832
to dance,11,0.008841235522476832
though the,11,0.008841235522476832
by this,11,0.008841235522476832
not ý,11,0.008841235522476832
but mr,11,0.008841235522476832
ýn a,11,0.008841235522476832
but if,11,0.008841235522476832
with which,11,0.008841235522476832
are to,11,0.008841235522476832
look at,11,0.008841235522476832
she continued,11,0.008841235522476832
the advantage,11,0.008841235522476832
chance of,11,0.008841235522476832
made him,11,0.008841235522476832
her ladyship’s,11,0.008841235522476832
is an,11,0.008841235522476832
for mr,11,0.008841235522476832
darcy she,11,0.008841235522476832
a second,11,0.008841235522476832
you all,11,0.008841235522476832
the trouble,11,0.008841235522476832
darcy who,11,0.008841235522476832
but not,11,0.008841235522476832
but now,11,0.008841235522476832
with it,11,0.008841235522476832
was going,11,0.008841235522476832
with no,11,0.008841235522476832
what was,11,0.008841235522476832
may not,11,0.008841235522476832
an air,11,0.008841235522476832
you in,11,0.008841235522476832
you so,11,0.008841235522476832
them as,11,0.008841235522476832
consequence of,11,0.008841235522476832
by any,11,0.008841235522476832
met with,11,0.008841235522476832
“ý cannot,11,0.008841235522476832
had received,11,0.008841235522476832
know not,11,0.008841235522476832
the smallest,11,0.008841235522476832
was by,11,0.008841235522476832
young men,11,0.008841235522476832
was of,11,0.008841235522476832
the library,11,0.008841235522476832
a subject,11,0.008841235522476832
for what,11,0.008841235522476832
ý ever,11,0.008841235522476832
had passed,11,0.008841235522476832
sure you,11,0.008841235522476832
never heard,11,0.008841235522476832
much better,11,0.008841235522476832
give her,11,0.008841235522476832
disposed to,11,0.008841235522476832
which elizabeth,11,0.008841235522476832
much the,11,0.008841235522476832
intended to,11,0.008841235522476832
an end,11,0.008841235522476832
his cousin,11,0.008841235522476832
he then,11,0.008841235522476832
its being,11,0.008841235522476832
is such,11,0.008841235522476832
for some,11,0.008841235522476832
you that,11,0.008841235522476832
we may,11,0.008841235522476832
him as,11,0.008841235522476832
thought of,11,0.008841235522476832
it from,11,0.008841235522476832
at that,11,0.008841235522476832
never been,11,0.008841235522476832
to stay,11,0.008841235522476832
persuaded that,11,0.008841235522476832
of so,11,0.008841235522476832
the better,11,0.008841235522476832
when we,11,0.008841235522476832
brother and,11,0.008841235522476832
it for,11,0.008841235522476832
never saw,11,0.008841235522476832
him for,11,0.008841235522476832
to send,11,0.008841235522476832
the kind,11,0.008841235522476832
the principal,11,0.008841235522476832
all of,11,0.008841235522476832
of one,11,0.008841235522476832
the table,11,0.008841235522476832
the marriage,11,0.008841235522476832
much of,11,0.008841235522476832
to write,11,0.008841235522476832
let us,11,0.008841235522476832
she wished,11,0.008841235522476832
she spoke,11,0.008841235522476832
you cannot,11,0.008841235522476832
“he is,11,0.008841235522476832
for this,11,0.008841235522476832
mrs forster,11,0.008841235522476832
looking at,11,0.008841235522476832
was really,11,0.008841235522476832
and herself,11,0.008841235522476832
they may,11,0.008841235522476832
in life,11,0.008841235522476832
it she,11,0.008841235522476832
it a,11,0.008841235522476832
what you,11,0.008841235522476832
more and,11,0.008841235522476832
in derbyshire,11,0.008841235522476832
attention to,11,0.008841235522476832
home and,11,0.008841235522476832
to himself,11,0.008841235522476832
none of,11,0.008841235522476832
to persuade,11,0.008841235522476832
the gentleman,11,0.008841235522476832
been very,11,0.008841235522476832
under the,11,0.008841235522476832
upon the,11,0.008841235522476832
whether he,11,0.008841235522476832
that we,11,0.008841235522476832
that no,11,0.008841235522476832
he does,11,0.008841235522476832
the hall,11,0.008841235522476832
but jane,11,0.008841235522476832
the little,11,0.008841235522476832
day of,11,0.008841235522476832
talking to,11,0.008841235522476832
a girl,11,0.008841235522476832
ashamed of,11,0.008841235522476832
and such,11,0.008841235522476832
was more,11,0.008841235522476832
was most,11,0.008841235522476832
but a,11,0.008841235522476832
she cried,11,0.008841235522476832
she “ý,11,0.008841235522476832
had better,11,0.008841235522476832
into a,11,0.008841235522476832
her thoughts,11,0.008841235522476832
did you,11,0.008841235522476832
way of,11,0.008841235522476832
they entered,11,0.008841235522476832
what to,11,0.008841235522476832
the hope,11,0.008841235522476832
and would,10,0.0080374868386153
lydia had,10,0.0080374868386153
am very,10,0.0080374868386153
he continued,10,0.0080374868386153
was her,10,0.0080374868386153
as far,10,0.0080374868386153
like to,10,0.0080374868386153
though not,10,0.0080374868386153
could do,10,0.0080374868386153
no such,10,0.0080374868386153
her friends,10,0.0080374868386153
friends and,10,0.0080374868386153
anxious to,10,0.0080374868386153
return to,10,0.0080374868386153
in some,10,0.0080374868386153
hope that,10,0.0080374868386153
said to,10,0.0080374868386153
say you,10,0.0080374868386153
but no,10,0.0080374868386153
but on,10,0.0080374868386153
he looked,10,0.0080374868386153
this she,10,0.0080374868386153
loss of,10,0.0080374868386153
to assure,10,0.0080374868386153
he meant,10,0.0080374868386153
last night,10,0.0080374868386153
to one,10,0.0080374868386153
upon it,10,0.0080374868386153
though it,10,0.0080374868386153
well and,10,0.0080374868386153
is it,10,0.0080374868386153
to recommend,10,0.0080374868386153
netherfield and,10,0.0080374868386153
mr wickham’s,10,0.0080374868386153
at any,10,0.0080374868386153
the younger,10,0.0080374868386153
his family,10,0.0080374868386153
how he,10,0.0080374868386153
his arrival,10,0.0080374868386153
whom ý,10,0.0080374868386153
himself and,10,0.0080374868386153
was sure,10,0.0080374868386153
was such,10,0.0080374868386153
and we,10,0.0080374868386153
set off,10,0.0080374868386153
by him,10,0.0080374868386153
since the,10,0.0080374868386153
from any,10,0.0080374868386153
this subject,10,0.0080374868386153
you as,10,0.0080374868386153
up with,10,0.0080374868386153
not often,10,0.0080374868386153
was some,10,0.0080374868386153
sake of,10,0.0080374868386153
heard of,10,0.0080374868386153
they must,10,0.0080374868386153
letter from,10,0.0080374868386153
him that,10,0.0080374868386153
ý were,10,0.0080374868386153
of nothing,10,0.0080374868386153
which they,10,0.0080374868386153
the sake,10,0.0080374868386153
may have,10,0.0080374868386153
wanted to,10,0.0080374868386153
time for,10,0.0080374868386153
sense and,10,0.0080374868386153
something to,10,0.0080374868386153
intention of,10,0.0080374868386153
on your,10,0.0080374868386153
the full,10,0.0080374868386153
ten thousand,10,0.0080374868386153
each of,10,0.0080374868386153
to introduce,10,0.0080374868386153
the contrary,10,0.0080374868386153
herself in,10,0.0080374868386153
ready to,10,0.0080374868386153
that though,10,0.0080374868386153
to lady,10,0.0080374868386153
and very,10,0.0080374868386153
ýf he,10,0.0080374868386153
to return,10,0.0080374868386153
she looked,10,0.0080374868386153
and nothing,10,0.0080374868386153
him so,10,0.0080374868386153
been at,10,0.0080374868386153
her head,10,0.0080374868386153
cried her,10,0.0080374868386153
the lucases,10,0.0080374868386153
morning to,10,0.0080374868386153
me a,10,0.0080374868386153
together and,10,0.0080374868386153
“there is,10,0.0080374868386153
her hand,10,0.0080374868386153
